PROV_CODE,PROV_NAME,PROVIDER_NETWORK,PROVIDER_PRACTICE,PROVIDER_REGION,PROVIDER_TOWN
22394,Saad Al Harthi Medical Center,N15,Polyclinic,Central,Riyadh
24642,Isma Medical Center,I. SPA,Polyclinic,Central,Riyadh
22001,Al Husam Polyclinic - Khamis Mushyat,C. NW2,Polyclinic,Southern,Khamis Mushayt
24671,Integrated Medical Care Services Company AlTaawoun Branch - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24899,Community Health Center in Thuwal - MoH,J. ONW,Polyclinic,Western,Thuwal
24901,Primary Health Care Center - Al Hazm - MoH,J. ONW,Polyclinic,Central,Riyadh
24903,Primary Health Care Center - Al dar Al baida II - MoH,J. ONW,Polyclinic,Central,Riyadh
24645,Bright Horizon Medical Services Center,C. NW2,Speech & Physiotherapy,Eastern,Sayhat
23591,Amjad Al Hokail & Polyclinic - Al Ahssa,F. NW5,Dental,Eastern,Al Hasa
24172,Tadawi International Medical Complex,N15,Polyclinic,Southern,Abha
23705,Your Doctor Consultation Polyclinic,N15,Polyclinic,Western,Taif
24681,Integrated Medical Care Services Khalidiya Branch - Physiotherabia,B. NW1,Physiotherapy Center,Western,Madinah
23970,Family Medical Center,J. ONW,Polyclinic,Western,Rabigh
23607,Ideal Medical Specialist Complex ( Ideal Clinics),F. NW5,Polyclinic,Western,Jeddah
23059,Al Sameria Polyclinic - Al Naseem,N15,Polyclinic,Western,Jeddah
24511,Riyadh Al Khabra General Hospital ( MoH),I. SPA,Hospital,Central,Riyadh
24513,Rahma Medical Complex,L. NWS,Polyclinic,Eastern,Jubail
24561,Eye Specialist Center,D. NW3,Eye Center,Western,Madinah
24710,Rad Care Medical Complex,E. NW4,Radiotherapy,Central,Riyadh
24742,Stars Smile Medical Clinics Complex - Al Ruhaily,A. NWR,Dental,Western,Jeddah
24751,NeoCare Medical Company,E. NW4,Dental,Western,Jeddah
24818,Al Eumq Health Center - MOH,I. SPA,Polyclinic,Western,Mahd Al Thahab
24758,Health Care Al Shoabah - MOH,J. ONW,Polyclinic,Eastern,Al Mubaraz
20174,Al Adwani General Hospital,G. NW6,Hospital,Western,Taif
23081,King Fahad Medical City - MOH,I. SPA,Hospital,Central,Riyadh
24711,Al Hayat National Hospital - Abha,F. NW5,Hospital,Southern,Abha
22645,Al Hakamy Clinic,C. NW2,Polyclinic,Southern,Abu Arish
24649,Perfect Care Medical Complex,L. NWS,Polyclinic,Southern,Tanoma
24304,Beit Aba Al Khail Medical Complex,N15,Polyclinic,Central,Riyadh
22960,Shobra Medical Clinic,N15,Polyclinic,Central,Riyadh
23952,Vision Express,J. ONW,Optical,Central,Riyadh
24771,Hasa PHCC Al Salmaniah - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24776,Health Care Al Shaqeeq - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24780,Hasa-Phcc-Almubarasdiv - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24574,Stars Smile Dental and Dermatology Complex,E. NW4,Dental,Western,Makkah
22043,Hiba Asia Polyclinic,N15,Polyclinic,Western,Jeddah
24865,Aljamaah PHC - MoH,J. ONW,Polyclinic,Western,Madinah
24528,Al Asyah General Hospital (MoH),I. SPA,Hospital,Central,Al Asyah - Qasim
24361,Johns Hopkins Aramco Healthcare,H. NW7,Hospital,Eastern,Dahran
24600,Global Medical Complex,L. NWS,Polyclinic,Central,Riyadh
24623,Burjeel Hospital - Abu Dhabi,I. SPA,Hospital,Overseas,"Dubai, UAE"
22787,Al Diriaya Polyclinic,N15,Polyclinic,Central,Al Diriaya
22782,Noorana Medical Polyclinic,N15,Polyclinic,Central,Riyadh
24311,Khamis Medical Interface Complex,N15,Polyclinic,Southern,Khamis Mushayt
24546,Davita Care - Madinah,I. SPA,Dialysis Center,Western,Madinah
24552,Sight Eyewear,L. NWS,Optical,Southern,Sabt Al Alaya
24489,Madinah Clinic,J. ONW,Polyclinic,Western,Madinah
24585,Al Mandaq General Hospital - MoH,I. SPA,Hospital,Southern,Al Mandaq
24591,Sijam Medcal Center - Al Ghadeer - SAMA Policy,I. SPA,Dental,Central,Riyadh
22176,Test Provider,J. ONW,Hospital,Western,Jeddah
24138,Al Aqeeq General Medical Complex (Lasoi),C. NW2,Polyclinic,Western,Madinah
23175,Nahaj Al Shifa General Medical Company Group,N15,Polyclinic,Eastern,Qatif
24062,Basmat Al Narjis Medical Complex,N15,Polyclinic,Central,Riyadh
24809,Health Center Al Khalidyah - MOH,I. SPA,Polyclinic,Central,Riyadh
24336,HHC - Sanar Company for Telemedicine and Telecare,J. ONW,Home Healthcare,Central,Riyadh
24560,Alestsharyoon Co Radiography Diagnostic (Consultant Radiologists) - Al Khobar,F. NW5,Radiology,Eastern,Khobar
24726,Urayarah PHC - MOH,I. SPA,Polyclinic,Eastern,Urairah
24746,Masar Al Amal Rehabilitation Center,I. SPA,Mental Health Center,Western,Jeddah
24633,Star Smile Dental Company Complex - Taif,G. NW6,Dental,Western,Taif
21420,Al Hayat National Hospital - Riyadh,F. NW5,Hospital,Central,Riyadh
24541,Ram Medical Clinics Company Al-Waha,G. NW6,Dental,Eastern,Hofuf
22536,Al Shifa Hospital - Makkah,L. NWS,Hospital,Western,Makkah
24741,Stars Smile Dental Clinincs - Madaen Al Fahad,E. NW4,Dental,Western,Jeddah
24902,Primary Health Care Center - Al Basateen - MoH,I. SPA,Polyclinic,Central,Bureidah
22060,Diyar medical clinic care,L. NWS,Polyclinic,Central,Riyadh
24598,Dr Sulaiman Al Habib King Khalid Airport International Terminal,G. NW6,Polyclinic,Central,Riyadh
22242,Saha Al Driah Medical Compound,L. NWS,Polyclinic,Central,Al Diriaya
24618,Kims Health Hospital - Oman,I. SPA,Hospital,Overseas,Oman
24620,Kims Medical Center - Dubai,I. SPA,Polyclinic,Overseas,"Dubai, UAE"
22289,Bluedeem Medical Complex,A. NWR,Polyclinic,Central,Bureidah
24662,Integrated Medical Care Services Company Salhiya Branch Jeddah - Physiotherabia,B. NW1,Physiotherapy Center,Western,Jeddah
24041,Prince Faisal Bandar for Cancer - Qasim (Specialized Hospital) - MOH,J. ONW,Cancer Center,Central,Bureidah
24631,Faisal Medical Complex- Al Ahasa,J. ONW,Polyclinic,Eastern,Al Mubaraz
24504,Adel Pharmacy,F. NW5,Pharmacy,Central,Bureidah
24516,Al Zubaidi General Hospital,L. NWS,Hospital,Southern,Ghonfodah
24045,Hail General Hospital - MOH,I. SPA,Hospital,Central,Hail
23659,Majid Medical Complex,J. ONW,Polyclinic,Eastern,Jubail
23411,Tathleeth General Hospital ( Moh ),I. SPA,Hospital,Southern,Tathleeth
22935,Kental Dental Center (2),E. NW4,Dental,Central,Riyadh
24700,Dina Medical Company,L. NWS,Speech Center,Western,Jeddah
24706,Dawali Clinic,F. NW5,Day Case Center,Central,Riyadh
24729,West Al Khafji PHC - MOH,I. SPA,Polyclinic,Eastern,Khafji
23499,Dalam General Hospital ( MOH ),I. SPA,Hospital,Western,Dhalm
24812,Health Center Al Shifa Althany - MOH,I. SPA,Polyclinic,Central,Riyadh
22063,Al Aziziah Polyclinic,A. NWR,Polyclinic,Western,Jeddah
24539,Ram Medical Clinics Company Complex in Al Aziziyah Khobar,L. NWS,Dental,Eastern,Khobar
24790,Hasa PHCC Al Qarah - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24792,Hasa PHCC Al Qurain - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24794,Al Mazroa Health Care - MOH,J. ONW,Polyclinic,Eastern,Hofuf
24796,Hasa PHCC Al Markaz - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24798,Health Care Al Mutairafi - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
21939,Balghasoon Polyclinic,N15,Polyclinic,Western,Jeddah
24338,Al Qarra Medical Complex 3,L. NWS,Polyclinic,Central,Al Kharj
22698,Family Smile Polyclinic,N15,Polyclinic,Central,Riyadh
20294,Modern Dental Medical Complex (Al Khobar),I. SPA,Dental,Eastern,Khobar
23665,We Care Medical Hospital,B. NW1,Hospital,Eastern,Dammam
23576,Dama Medical Center,J. ONW,Dental,Western,Madinah
23983,Dr Baker Al Awamy Polyclinic,J. ONW,Polyclinic,Eastern,Qatif
23611,Canadian Medical Center Company - Al khobar,J. ONW,Polyclinic,Eastern,Khobar
24915,Dar Al Shifa Hospital - Kuwait,I. SPA,Hospital,Overseas,Kuwait
24549,Jarrash Medical Polyclinic,A. NWR,Polyclinic,Southern,Abu Arish
24654,Waqqaya AlKhalij,L. NWS,Polyclinic,Eastern,Hofuf
20035,SABA 2,B. NW1,Polyclinic,Western,Jeddah
24578,Elite Integrated Imaging Center,F. NW5,Radiology,Western,Jeddah
24688,Dr Sulaiman Al Habib Hospital - Al Mohammadiyah,H. NW7,Hospital,Western,Jeddah
24571,Wahat Al Shifa Medical Complex,L. NWS,Polyclinic,Western,Jeddah
24587,HHC - OR - Nahdi Care Clinic,I. SPA,Group practice,Western,Jeddah
23634,Tulip Medical Complex,N15,Polyclinic,Eastern,Hafr Al Batin
24239,Jazeel Medical Center,B. NW1,Polyclinic,Central,Riyadh
21841,Shifa Al Jubail Medical Center,N15,Polyclinic,Eastern,Jubail
22277,Ajyad Medical Services Co.,J. ONW,Polyclinic,Eastern,Dammam
24718,Ibn Alhaytham Health Care Center - MOH,I. SPA,Polyclinic,Eastern,Ras Tanura
24733,Health Center Abqaiq - MOH,I. SPA,Polyclinic,Eastern,Abqiq
24763,Forensic Medical Center in Hail - MOH,I. SPA,Polyclinic,Central,Hail
20064,Bugshan General Hospital,J. ONW,Hospital,Western,Jeddah
24526,Dr Hafiz Albalwi Clinic,D. NW3,Polyclinic,Western,Jeddah
24429,Sahel Tahama General Medical Complex,J. ONW,Polyclinic,Southern,Ghonfodah
24595,Kings College Hospital London,H. NW7,Hospital,Western,Jeddah
22471,Al Khalidia Medical Center,L. NWS,Polyclinic,Southern,Khamis Mushayt
24667,Integrated Medical Care Services Company Taif Branch Female - Physiotherabia,B. NW1,Physiotherapy Center,Western,Taif
22965,Al Hayah National Hospital - Jazan,D. NW3,Hospital,Southern,Gizan
20104,GNP Clinic - Riyadh,J. ONW,Dental,Central,Riyadh
24531,Al Auda Medical Center,L. NWS,Polyclinic,Eastern,Hafr Al Batin
24630,Ram Medical Clinics Company - Riyadh,C. NW2,Dental,Central,Riyadh
24508,Madinah Medical Dialysis Center,J. ONW,Dialysis Center,Western,Madinah
24615,Dr Talal Merdad Clinics Complex,J. ONW,Polyclinic,Central,Riyadh
21909,Al Muhanna Pharmacy,J. ONW,Pharmacy,Eastern,Qatif
24515,Nahdi Care Clinics - Najran,F. NW5,Polyclinic,Southern,Najran
24550,Sultan Medical Complex,L. NWS,Polyclinic,Northern,Qrayat
24582,Mental Health Hospital - Al Ahsa - MoH,I. SPA,Hospital,Eastern,Al Hasa
21734,Al Hayat National Polyclinic 2,L. NWS,Polyclinic,Central,Riyadh
24708,Najd Alwtnu Altabu,L. NWS,Polyclinic,Central,Unayzah
22927,Al Salam Care Polyclinic,J. ONW,Polyclinic,Central,Riyadh
24734,Qaryat Al Uly PHC - MOH,I. SPA,Polyclinic,Eastern,Dammam
24808,Khulais General Hospital - MOH,I. SPA,Hospital,Western,Kholeis
22832,RG Stone Urology & Laparoscopy Hospital  -  Khar - Mumbai,J. ONW,Hospital,Overseas,India
22835,RG Stone Urology & Laparoscopy Hospital  -  Kolkata,J. ONW,Hospital,Overseas,India
22831,RG Stone Urology & Laparoscopy Hospital  - Chennai,J. ONW,Hospital,Overseas,India
22826,RG Stone Urology & Laparoscopy Hospital -  East of Kailash - New Delhi,J. ONW,Hospital,Overseas,India
22834,RG Stone Urology & Laparoscopy Hospital  - Goa,J. ONW,Hospital,Overseas,India
22828,RG Stone Urology & Laparoscopy Hospital  - Rajouri Garden - New Delhi,J. ONW,Hospital,Overseas,India
24782,Al Haram Hospital - Madina - MOH,I. SPA,Hospital,Western,Madinah
24605,Madeeda Medical Care Company,F. NW5,Long Term Care,Central,Riyadh
22790,National General Medical Complex,B. NW1,Polyclinic,Central,Hail
24684,Durr Alartweya Medical Clinic,L. NWS,Polyclinic,Central,Al Artawiya
24606,Doctors Medical Company,L. NWS,Polyclinic,Western,Makkah
24124,Ahmed Ali Ahmed Haroubi Complex,L. NWS,Polyclinic,Southern,Gizan
24536,Waad Wahid for health,F. NW5,Speech & Physiotherapy,Western,Jeddah
21571,Al Faysal Polyclinic 2,J. ONW,Polyclinic,Western,Jeddah
24363,Quality Medicine Clinic - Obhur,L. NWS,Polyclinic,Western,Jeddah
23272,HHC - Makkah Medical Center,J. ONW,Home Healthcare,Western,Makkah
22548,Safa Makkah 3,L. NWS,Polyclinic,Central,Riyadh
23200,Magic Smile Dental Center,J. ONW,Dental,Eastern,Qatif
23445,Hayaty Clinic,J. ONW,Polyclinic,Eastern,Al Hasa
24188,Tadawi Modern Medical Complex,B. NW1,Polyclinic,Central,Riyadh
23986,Al Hayat National Polyclinic - 3,B. NW1,Polyclinic,Central,Riyadh
24789,Al Salam Hospital - Madinah - MOH,I. SPA,Hospital,Western,Madinah
24770,Hasa-Phcc-Alnuzha - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24835,Primary Health Care East Dawadmi - MoH,J. ONW,Polyclinic,Central,Al Dawadmi
24850,Utaiqah Health Center - MoH,J. ONW,Polyclinic,Central,Riyadh
24847,Hurymala PHC - MoH,J. ONW,Polyclinic,Central,Huraymila
24857,Ushaiqer Primary Health Care Center - MoH,J. ONW,Polyclinic,Central,Shaqraa
24454,Bani Malik General Hospital - MoH,I. SPA,Hospital,Southern,Gizan
24381,Dr Sulaiman Al Habib Medical Center - Al Ghadir,G. NW6,Polyclinic,Central,Riyadh
22812,Aster Sanad Hospital for Medical Care,A. NWR,Hospital,Central,Riyadh
24402,Al Bawadi Health Center 1 - MoH,I. SPA,Polyclinic,Western,Jeddah
24404,Kawkabat Tabuk Medical Complex,L. NWS,Day Case Center,Northern,Tabuk
20279,Attadawe Clinic,B. NW1,Polyclinic,Central,Al Bukairiah
24483,As Salam International Hospital a?? AL Kattamya,G. NW6,Hospital,Overseas,Cairo
21764,Asian Polyclinic - Makkah,N15,Polyclinic,Western,Makkah
23772,Ok Medical Clinic,I. SPA,Polyclinic,Central,Riyadh
24413,Adel Care Medical Center,L. NWS,Polyclinic,Central,Bureidah
22740,Fadad Specialist Clinic For Dentistry,G. NW6,Dental,Central,Riyadh
21817,Dr Hani Abdullah Ragaban Clinic,N15,Polyclinic,Western,Jeddah
23928,Al Duliman Optics - Al Rayan,B. NW1,Optical,Eastern,Dammam
23782,Al Duliman Optics - Dahran,B. NW1,Optical,Eastern,Dahran
23026,Al Duliman Optics - Al Ahsa,B. NW1,Optical,Eastern,Al Hasa
23024,Al Duliman Optics - Prince Naif bin Abdulaziz Street,B. NW1,Optical,Eastern,Dammam
23030,Al Duliman Optics - Al Hizam Al Dahabi,B. NW1,Optical,Eastern,Dammam
22399,Al Takhsees Dental Clinic - Hail,A. NWR,Dental,Central,Hail
24230,Al Jaroudia Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24231,Al Nabiyah Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24232,Al Behari Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24233,Al Awamiyah Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
22443,Al Kadesiah Polyclinic,L. NWS,Polyclinic,Central,Riyadh
23335,Shifa Taibah Polyclinic,J. ONW,Polyclinic,Western,Madinah
23018,Mishal Medical Polyclinic,L. NWS,Polyclinic,Southern,Sabya
21987,Al Zulfi Polyclinic,A. NWR,Polyclinic,Central,Al Zulfi
23941,Rouh Al Shefa Medical Complex,N15,Polyclinic,Western,Madinah
22759,Rai Al Ain Optical,A. NWR,Optical,Western,Madinah
24564,Nahdi Care Clinics - Khamis Mushayt,F. NW5,Polyclinic,Southern,Khamis Mushayt
24657,Sajaya Medical Care Company - Khamis Mushayt,F. NW5,Polyclinic,Southern,Khamis Mushayt
24593,Soluk Medical Center,C. NW2,Speech & Physiotherapy,Central,Riyadh
24663,Integrated Medical Care Services Company Seventy Branch Jeddah - Physiotherabia,B. NW1,Physiotherapy Center,Western,Jeddah
24677,Integrated Medical Care Services Company Tuwaiq Branch - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24610,Ghayatcom Medical Care Co,I. SPA,Home Healthcare,Eastern,Dammam
24730,Health Center Hazem Umalsahek - MOH,I. SPA,Polyclinic,Eastern,Safwa
24914,Move Polyclinics Complex,I. SPA,Polyclinic,Central,Riyadh
22484,Hiba Asia Polyclinic 2,N15,Polyclinic,Western,Jeddah
24747,Al Moosa Health Center - Al Nakheel,G. NW6,Polyclinic,Eastern,Hofuf
24129,My Care Medical Polyclinic,L. NWS,Polyclinic,Southern,Khamis Mushayt
24795,Mental Health Hospital - MOH,I. SPA,Hospital,Eastern,Hafr Al Batin
24379,Dr Awwad Al Bishri Hospital,B. NW1,Hospital,Western,Makkah
22750,How Medical Centers Group - Al Naseem,L. NWS,Polyclinic,Central,Riyadh
24674,Integrated Medical Care Services Company Naseem Branch - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24676,Integrated Medical Care Services Company  Rahmaniya Branch - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24015,Jalmoud first aid Medical Center of Royal Commision in Jubail Industrial,H. NW7,Polyclinic,Eastern,Jubail Industrial
24016,Al Dafi first aid Medical Center of Royal Commision in Jubail Industrial,H. NW7,Polyclinic,Eastern,Jubail Industrial
24017,Al Osrah Medical Center in Hijaz of Royal Commision in Jubail Industrial,H. NW7,Polyclinic,Eastern,Jubail Industrial
24018,Al Howilat first aid Medical Center of Royal Commision in Jubail Industrial,H. NW7,Polyclinic,Eastern,Jubail Industrial
24690,Anfas Medical Care Hospital,E. NW4,Long Term Care,Central,Al Jamsh
21976,Al Ogaly Medical Group - Madina,L. NWS,Polyclinic,Western,Madinah
24694,Tam Dental Clinic King Road Tower,H. NW7,Dental,Western,Jeddah
24803,Health Care Al Fawaz - MOH,I. SPA,Polyclinic,Central,Riyadh
23322,HHC - Danat Al Sahraa Medical Company,J. ONW,Home Healthcare,Eastern,Jubail
24826,Al Saadah Polyclinic - MOH,I. SPA,Polyclinic,Northern,Tabuk
24834,Health Care Al Zahra - MoH,I. SPA,Polyclinic,Central,Riyadh
23484,Hubuna General Hospital - MoH,J. ONW,Hospital,Southern,Hubuna
24838,Health Center  Al azizyah 2 - MoH,J. ONW,Polyclinic,Central,Riyadh
24916,Basmalah Al Noor Medical Complex  - Najran,C. NW2,Dental,Southern,Najran
22827,RG Stone Urology & Laparoscopy Hospital - Pitampura - New Delhi,J. ONW,Hospital,Overseas,India
24522,Wad Clinic Medical Complex,J. ONW,Day Case Center,Western,Madinah
24421,Jiwar Medical Services,J. ONW,Polyclinic,Western,Makkah
23485,Khubash General Hospital - MoH,I. SPA,Hospital,Southern,Khubash
21686,Al Ahsa Hospital,D. NW3,Hospital,Eastern,Hofuf
24487,Nahdi Care Clinics - Yanbu,F. NW5,Polyclinic,Western,Yanbu
24488,Tam Dental Clinic,H. NW7,Dental,Western,Jeddah
24490,Gulf Smile Polyclinic 2,A. NWR,Polyclinic,Southern,Khamis Mushayt
24491,Tadawi Medical Complex - Jazan,C. NW2,Day Case Center,Southern,Gizan
24492,Tadawi Medical Complex - Khamis Mushait,C. NW2,Day Case Center,Southern,Khamis Mushayt
24494,Al Bader Medical Clinic,L. NWS,Polyclinic,Northern,Domat Al Jandal
24495,Naya Medical Tower,L. NWS,Polyclinic,Southern,Bisha
21917,Bertal Medical Clinic,L. NWS,Polyclinic,Central,Al Muzahmiya
24185,Al Razi Yanbu Medical Complex,E. NW4,Polyclinic,Western,Yanbu
21975,Shifa Rahima Medical Center,N15,Polyclinic,Eastern,Ras Tanura
24392,Sajaya Medical Care Company,F. NW5,Polyclinic,Central,Riyadh
23535,Elia Clinic,N15,Polyclinic,Southern,Najran
23318,Al Saggaf Optical,A. NWR,Optical,Western,Jeddah
24537,Ram Medical Clinics Company-Dammam Almanar,L. NWS,Dental,Eastern,Dammam
24543,Shomoukh Mubarak Saud Alzoqihan Polyclinc,L. NWS,Polyclinic,Central,Al Dawadmi
24559,Alestsharyoon Co. Radiography Diagnostic (Consultant Radiologists) - Riyadh,F. NW5,Radiology,Central,Riyadh
20156,Primary Care Medical Complex 4,L. NWS,Polyclinic,Central,Al Quwaiyah
24566,Al Jesser PHC - MOH,I. SPA,Polyclinic,Eastern,Khobar
20075,Dr Bakhsh Hospital,E. NW4,Hospital,Western,Jeddah
24653,Dallah Care Medical - Qurtubah,H. NW7,Polyclinic,Central,Riyadh
24496,Pretty Smile Medical Specialist Complex,F. NW5,Dental,Western,Yanbu Industrial
21813,Al Hiba Polyclinic,A. NWR,Polyclinic,Western,Jeddah
24635,Saudi German Clinics,H. NW7,Polyclinic,Southern,Abha
24655,Integrated Medical Care Services Company Al Basateen Jeddah - Physiotherabia,B. NW1,Physiotherapy Center,Western,Jeddah
20180,Dr Noor Mohd Khan Clinic,A. NWR,Polyclinic,Eastern,Hafr Al Batin
21620,Al Warood Medical Center,J. ONW,Polyclinic,Central,Riyadh
24551,First Clinics Dental and Dermatology Center,J. ONW,Dental,Southern,Sabya
24514,Caera Clinics,J. ONW,Polyclinic,Eastern,Al Hasa
23447,Jwaher Sehatic Medical,N15,Polyclinic,Central,Riyadh
24356,Habeeb Clinic Medical Complex,N15,Polyclinic,Central,Hail
23883,Amaluna Medical Complex,L. NWS,Polyclinic,Central,Riyadh
20198,Salamat Medical Center (1),N15,Polyclinic,Central,Bureidah
22044,Al Khaleejy Medical Clinic - Al Shefa,L. NWS,Polyclinic,Central,Riyadh
22299,Raseel Medical Center,L. NWS,Polyclinic,Central,Riyadh
24664,Al Farabi Medical Complex - Al Diriyah,C. NW2,Polyclinic,Central,Al Diriaya
24675,Integrated Medical Care Services Company Al Hamra Branch - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24512,Foot Print Center,G. NW6,Speech & Physiotherapy,Central,Riyadh
24555,Al Alawi General Medical Company Hali,L. NWS,Polyclinic,Southern,Ghonfodah
24430,Luzan Medical Center,J. ONW,Polyclinic,Southern,Qilwah
23701,Beverly Clinics,G. NW6,Polyclinic,Western,Jeddah
24696,Al Bandar Clinic Complex,L. NWS,Polyclinic,Western,Al Hawiyah
24534,Movement Restoration Physical Therapy Company,J. ONW,Physiotherapy Center,Western,Jeddah
23741,Avicena Dental Center - Dammam 2,J. ONW,Dental,Eastern,Dammam
23600,Middle East Pharmacies Co,J. ONW,Pharmacy,Central,Riyadh
23566,Burj Al Shifa Dammam,L. NWS,Polyclinic,Eastern,Dammam
23481,Al Khafji General Hospital - MoH,I. SPA,Hospital,Eastern,Khafji
24558,Salem Abdullah Salem Basaffar Complex - Makkah,D. NW3,Eye Center,Western,Makkah
24329,Tibyana Medical Labs,J. ONW,Laboratory,Western,Jeddah
22794,Qimmah Al Shifa Medical Company,B. NW1,Polyclinic,Central,Riyadh
21400,Saudi German Hospital - Madinah,G. NW6,Hospital,Western,Madinah
24553,Salem Abdullah Salem Basaffar Eye Complex - Al Madinah,D. NW3,Eye Center,Western,Madinah
24339,Alfa Scan Company,D. NW3,Radiology,Eastern,Khobar
23482,Al Bataha General Hospital - MoH,I. SPA,Hospital,Eastern,Al Bataha
24779,Waeiruh Health Center - MOH,I. SPA,Polyclinic,Western,Madinah
24799,Rafiya General Hospital- MOH,I. SPA,Hospital,Eastern,Dammam
24815,Health Care Al Oraja Algarbi - MOH,I. SPA,Polyclinic,Central,Riyadh
24825,Health Center  Manfuhah - MOH,I. SPA,Polyclinic,Central,Riyadh
24832,Dhahran long term care Hospital ( Dhahran General Houspital ) - MOH,I. SPA,Hospital,Eastern,Dahran
24619,Kims Medical Center - Qatar,I. SPA,Hospital,Overseas,Qatar
24622,Burjeel Hospital - Oman,I. SPA,Hospital,Overseas,Oman
24493,Specialist Physiotherapy Center,J. ONW,Physiotherapy Center,Western,Makkah
24141,Al Bader Medical Complex (10),N15,Polyclinic,Western,Makkah
24659,Nahdi Care Clinics - Riyadh,F. NW5,Polyclinic,Central,Riyadh
24462,Global Medical Complex- Dar Al Baida,N15,Polyclinic,Central,Riyadh
22405,Al Takhsees Medical Clinic - Hail,A. NWR,Polyclinic,Central,Hail
23865,Adwaa Ishbiliya Medical Complex,L. NWS,Polyclinic,Central,Riyadh
24577,Premier Ubhor,F. NW5,Radiology,Western,Jeddah
23266,Al Shefa Hospital,F. NW5,Hospital,Southern,Najran
24699,Medical Specialist Doctors Complex,L. NWS,Polyclinic,Western,Mekkwah
24876,Wadi Al Faraa General Hospital - MoH,I. SPA,Hospital,Western,Madinah
24885,Al Nabhaniah Hospital - MoH,I. SPA,Hospital,Central,Bureidah
24889,Ar Rawada Healthcare Center in Ar Rass - MoH,I. SPA,Polyclinic,Central,Ar Russ
24757,Health Care Al Dalwah - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24919,Confident,I. SPA,Dental,Central,Riyadh
24920,Dallah Care Medical - Al Salam,H. NW7,Polyclinic,Central,Riyadh
23044,Farha Children Clinic _ FZE,J. ONW,Polyclinic,Overseas,"Dubai, UAE"
23043,Farha Clinics Children Center,J. ONW,Polyclinic,Overseas,"Dubai, UAE"
22756,La Moraleja Hospital - Madrid (Spain),J. ONW,Hospital,Overseas,Spain
22757,La Zarzuela Hospital - Madrid (Spain),J. ONW,Hospital,Overseas,Spain
23155,Maroof International Hospital - Pakistan,J. ONW,Hospital,Overseas,Pakistan
23050,New Life Medical Center,J. ONW,Polyclinic,Overseas,Sharja
24433,Narjeel Medical,J. ONW,Polyclinic,Northern,Rafha'a
24576,Wareed Al Qalb Medical Laboratory,J. ONW,Laboratory,Western,Taif
24393,Pharmaciaty (Smart Basket Company For Medicine),J. ONW,Pharmacy,Central,Riyadh
24922,Nahdi Care Clinics - Olaya,F. NW5,Polyclinic,Central,Riyadh
22058,Al Nomais Polyclinic Complex,C. NW2,Polyclinic,Southern,Abha
23805,Munaa Turif Medical Complex,L. NWS,Polyclinic,Northern,Turaif
24703,Dr Soliman Fakeeh Home Health Care Center - Madinah,I. SPA,Home Healthcare,Western,Madinah
24793,Forensic Medical Services Center - MOH,I. SPA,Polyclinic,Eastern,Dammam
22000,Al Haramain Polyclinic - Jizan,L. NWS,Polyclinic,Southern,Gizan
20529,Dar Al Taafi Clinic Center for Medical Services,B. NW1,Polyclinic,Eastern,Ras Tanura
24530,Namar Medical Complex,L. NWS,Polyclinic,Central,Riyadh
24572,Alriaya Alkhalijia Alshamela - Alshorafia Branch,L. NWS,Polyclinic,Central,Riyadh
23937,Curative Care Company,I. SPA,Telemedicine,Central,Riyadh
23601,Sultan Polyclinic Center,L. NWS,Polyclinic,Northern,Turaif
21932,Fahad Dentistry Clinics Complex,J. ONW,Dental,Central,Riyadh
22113,Hussein Al Ali Polyclinic,J. ONW,Polyclinic,Eastern,Al Hasa
24601,Future Health Care Company - Riyadh,I. SPA,Home Healthcare,Central,Riyadh
24621,Al Abeer Hospital - Muscat,I. SPA,Hospital,Overseas,Oman
24754,Alsafanniah PHC - MOH,I. SPA,Polyclinic,Eastern,Khafji
24408,Biladi Medical Care Clinic,N15,Polyclinic,Eastern,Khafji
24446,Nova International Medical,N15,Polyclinic,Western,Jeddah
24745,Stars Smile Dental Clinics Complex - Prince Fawaz,A. NWR,Dental,Western,Jeddah
23532,Health Medical Clinic,J. ONW,Polyclinic,Eastern,Khobar
24748,Al Moosa Health Center - Al Khobar,G. NW6,Polyclinic,Eastern,Khobar
